BusNo,Routes,TD,TT
112,I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Marakadai|Oppanakara Street Bus Stop|Ukkadam Bus Stand,0 1 3 1 3 1 1 2 1 2 6 1 3,5:30AM 6:30AM 7:30AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM 6:00PM 6:30PM 6:45PM
103,Singanallur|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Ramanathapuram|Olympus|Chinthamani|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Government Hospital|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur|Ulavar Sandhai|Vadamadurai|V.S.K. Nagar|Palanigoundanpudhur|Gowtham Nagar|Pannimadai Main|Pannimadai|Dhaliyur|Avinashilingam University|Pappanaickenpalayam|Varappalayam|Ramanathapuram Village|Madathur|Madathur Puthur|Nanjundapuram|Chinna Thadagam,0 1 3 1 1 1 1 2 1 2 1 2 1 1 2 1 1 3 1 1 2 1 1 2 1 2 2 1 1 2 2 2 2 2 1 2 2 2 2 1 1 2 2 2 2 2 4 1 2 2 2 1 2 1 2,5:00AM 6:00AM 7:00AM 8:00AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM 6:00PM 6:30PM 7:00PM 7:30PM 8:00PM 9:00PM 9:10PM
103,Chinna Thadagam|Nanjundapuram|Madathur Puthur|Madathur|Ramanathapuram Village|Varappalayam|Pappanaickenpalayam|Avinashilingam University|Dhaliyur|Pannimadai|Pannimadai Main|Gowtham Nagar|Palanigoundanpudhur|V.S.K. Nagar|Vadamadurai|Ulavar Sandhai|Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Marakadai|Oppanakara Street Bus Stop|Five Corner|Manikoondu / Town Hall|Government Hospital|Saint Francis Anglo Indian Girls High School|Rainbow|Air India|Sungam|Chinthamani|Olympus|Ramanathapuram|Sowripalayam Pirivu|Alvernia School|Andal Marriage Hall / Iyer Hospital|Central Studios|Rajalakshmi Mill|Children Hospital|Boat House|Uzhavar Sandhai|Singanallur,0 2 1 1 1 2 3 2 1 4 1 3 2 2 2 1 1 2 1 3 1 2 2 2 2 2 2 1 1 2 2 5 2 0 1 3 1 1 1 2 1 2 2 1 1 1 1 2 1 1 2 2,5:00AM 6:00AM 7:00AM 8:00AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM 6:00PM 6:30PM 7:00PM 7:30PM 8:00PM 9:00PM 9:10PM
94,Gandhipuram Town Bus Stand|Park Gate|Christ The King Church|C.S.I. Immanuel Church|D.S.P. Office|Collector Office|Railway Station|Town Hall|Prakasam|Oppanakara Street Bus Stop|Gandhi Park Corporation Complex|R.S. Puram Boys Higher Secondary School|Poosaripalayam|Panaimarathoor|Moongathur|Veerakeralam|Nagarajapuram Main|P.S.G. High School Vedapatti|Kurumbapalayam|Sethu Vidyalaya|Sundapalayam|Kalikkanaicken Palayam|Poochiyur|Uliyampaalayam|Deenampalayam|Pudhupalayam|Kulathupalayam|Thondamuthur 2|Thondamuthur,0 2 2 1 1 0 1 3 0 2 4 1 6 1 3 3 2 5 1 2 4 1 3 2 2 2 3 2 1,5:55AM 8:55AM 9:55AM 10:55AM 11:55AM 2:55PM 5:55PM 6:20PM
94,Thondamuthur|Thondamuthur 2|Kulathupalayam|Pudhupalayam|Deenampalayam|Uliyampaalayam|Poochiyur|Kalikkanaicken Palayam|Sundapalayam|Sethu Vidyalaya|Kurumbapalayam|P.S.G. High School Vedapatti|Nagarajapuram Main|Veerakeralam|Moongathur|Panaimarathoor|Poosaripalayam|R.S. Puram Boys Higher Secondary School|Gandhi Park Corporation Complex|Kennedy Theatre|Mahali Amman Koil / Flower Market|Sukrawarpet|Marakadai|Oppanakara Street Bus Stop|Five Corner|Manikoondu / Town Hall|Railway Station|Collector Office|D.S.P. Office|Oriental Insurance|C.S.I. Immanuel Church|Christ The King Church|Park Gate|Gandhipuram Town Bus Stand,0 0 3 3 1 2 3 2 1 5 1 2 4 3 3 3 1 5 2 1 2 0 2 1 1 0 2 1 1 0 0 2 1 3,5:55AM 8:55AM 9:55AM 10:55AM 11:55AM 2:55PM 5:55PM 6:20PM
89,Railway Station|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur|Ulavar Sandhai|Vadamadurai|NGGO Colony|Sri Murugan Nagar|Thoppampatti Pirivu|Rakkiapalayam Pirivu|Kumaran Mills|Narasimhanaickenpalayam|K.S.B.|A.V.B. Matriculation School / Ramanarayana Mill|Gas Company|Ramakrishna Mission Vivekananda University|Ranganayagi Nagar|SRKV Polytechnic College|L.M.W.|Periyanaickenpalayam|Pricol|Vannan Kovil|Jothipuram|Veerapandi Pirivu|Thiruvalluvar Nagar|Press Colony,0 2 1 1 2 1 1 2 1 2 2 1 1 2 2 2 2 2 1 2 2 2 2 0 2 2 2 1 2 1 3 3 3 2 2 1 1 2 1 2 1 2 2 2 2,6:10AM 7:10AM 8:10AM 8:40AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 12:10PM 1:10PM 2:10PM 3:10PM 4:10PM 5:10PM 5:40PM 6:10PM 6:20PM
89,Press Colony|Thiruvalluvar Nagar|Veerapandi Pirivu|Jothipuram|Vannan Kovil|Pricol|Periyanaickenpalayam|L.M.W.|SRKV Polytechnic College|Ranganayagi Nagar|Ramakrishna Mission Vivekananda University|Gas Company|A.V.B. Matriculation School / Ramanarayana Mill|K.S.B.|Narasimhanaickenpalayam|Kumaran Mills|Rakkiapalayam Pirivu|Thoppampatti Pirivu|Sri Murugan Nagar|NGGO Colony|Vadamadurai|Ulavar Sandhai|Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Poomarket|Mahali Amman Koil / Flower Market|Marakadai|Oppanakara Street Bus Stop|Five Corner|Manikoondu / Town Hall|Railway Station,0 1 3 2 1 2 2 1 1 2 1 1 3 2 3 4 0 2 2 1 3 1 1 1 2 2 2 2 1 3 2 2 1 1 2 1 2 1 2 1 2 2 0 1 2,6:10AM 7:10AM 8:10AM 8:40AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 12:10PM 1:10PM 2:10PM 3:10PM 4:10PM 5:10PM 5:40PM 6:10PM 6:20PM
86,Chinnavedampatti|Gopalakrishna Mill|C.M.S. School|Surya Hospital|Ganapathy|Tex Tool / Velan Theatre|Lakshmipuram|G.P. Hospital|Gandhipuram Town|Park Gate|Christ The King Church|Y.M.C.A. Office|Oppanakara Street Bus Stop|Five Corner|Manikoondu / Town Hall|Government Hospital|Saint Francis Anglo Indian Girls High School|Rainbow|Air India|Sungam|Chinthamani|Olympus|Ramanathapuram|Sowripalayam Pirivu|Alvernia School|Andal Marriage Hall / Iyer Hospital|Central Studios|Rajalakshmi Mill|Children Hospital|Boat House|Uzhavar Sandhai|Singanallur|Vasantha Mill|Shanthi Gears|Jai Sai Shanthi|Saint Joseph School|Saint Joseph Matriculation Secondary School|Ondipudur|Ondipudur Bus Depot,0 3 4 1 1 3 2 2 1 3 1 3 2 0 1 3 1 1 2 1 1 2 2 1 1 2 1 1 1 1 2 2 2 1 1 1 1 1 2,5:00AM 6:00AM 7:00AM 8:00AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM 6:00PM 6:30PM 7:00PM 7:30PM 7:50PM
86,Ondipudur Bus Depot|Ondipudur|Saint Joseph Matriculation Secondary School|Saint Joseph School|Jai Sai Shanthi|Shanthi Gears|Vasantha Mill|Singanallur|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Ramanathapuram|Olympus|Chinthamani|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Town Hall|Prakasam|Oppanakara Street Bus Stop|Y.M.C.A. Office|Christ The King Church|Park Gate|Gandhipuram Town|G.P. Hospital|Lakshmipuram|Tex Tool / Velan Theatre|Ganapathy|Surya Hospital|C.M.S. School|Gopalakrishna Mill|Chinnavedampatti,0 1 1 1 1 1 2 1 2 2 1 1 2 1 1 2 1 1 2 1 2 1 1 5 0 2 2 2 2 2 2 2 3 1 2 1 3 4,5:00AM 6:00AM 7:00AM 8:00AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM 6:00PM 6:30PM 7:00PM 7:30PM 7:50PM
79,Selvapuram|High School|Chetty Street|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur,0 1 2 4 2 1 1 2 1 2 2 1 1 1 2 3 2 1 2 2 2 2 2,6:10AM 7:10AM 8:10AM 8:40AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 12:10PM 1:10PM 2:10PM 3:10PM 4:10PM 5:10PM 5:40PM 6:10PM 6:40PM 7:10PM 7:40PM 8:10PM 9:10PM 10:00PM
79,Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Poomarket|Mahali Amman Koil / Flower Market|Sukrawarpet|Marakadai|Oppanakara Street Bus Stop|Mahalakshmi Bakery|Chetty Street|High School|Selvapuram,0 1 2 2 2 2 1 3 1 3 1 1 2 1 2 1 2 1 1 1 2 3 1 3 0,6:10AM 7:10AM 8:10AM 8:40AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 12:10PM 1:10PM 2:10PM 3:10PM 4:10PM 5:10PM 5:40PM 6:10PM 6:40PM 7:10PM 7:40PM 8:10PM 9:10PM 10:00PM
64,Gandhipuram Town Bus Stand|Park Gate|V.O.C. Park|C.S.I. School|C.S.I. Immanuel Church|D.S.P. Office|Collector Office|Railway Station|Town Hall|Prakasam|Oppanakara Street Bus Stop|Gandhi Park Corporation Complex|R.S. Puram Boys Higher Secondary School|Shri Nehru Vidyalaya|M.C. Complex|Tamilnadu Agricultural University Main Gate|Sri Lakshmi Vinayagar Thirukovil|P.N. Pudur|Perumal Kovil|Mullai Nagar|Karupparayan Kovil|Vadavalli High School|Vadavalli|Aalamaram|Thiruvalluvar Nagar|Navavoor Pirivu|Kalveerampalayam|Vijay Nagar|Bommanampalayam|Bommanampalayam Main|B.R.K. School|Jayalakshmi Nagar|K.G. Mill|K.G. Mill Check Post|Global Greens|Sri Ramalinga Sowdambigai College|Onapalayam|Uliyampaalayam|Deenampalayam|Pudhupalayam|Thondamuthur 2|Thondamuthur,0 2 3 1 1 0 0 1 3 1 1 4 2 1 3 2 3 1 2 1 2 1 2 1 3 1 1 1 2 1 1 2 1 2 1 1 2 2 2 2 5 1,7:00AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 1:00PM 3:00PM 5:00PM 5:30PM 6:00PM 6:20PM
64,Thondamuthur|Thondamuthur 2|Kulathupalayam|Pudhupalayam|Deenampalayam|Uliyampaalayam|Onapalayam|Sri Ramalinga Sowdambigai College|Global Greens|K.G. Mill Check Post|K.G. Mill|Jayalakshmi Nagar|B.R.K. School|Bommanampalayam|Vijay Nagar|Kalveerampalayam|Navavoor Pirivu|Thiruvalluvar Nagar|Aalamaram|Vadavalli|Vadavalli High School|Karupparayan Kovil|Mullai Nagar|Perumal Kovil|P.N. Pudur|Sri Lakshmi Vinayagar Thirukovil|Botanical Garden|Tamilnadu Agricultural University Main Gate|Lawley Road|Shri Nehru Vidyalaya|R.S. Puram Boys Higher Secondary School|Gandhi Park Corporation Complex|Sukrawarpet|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Railway Station|Collector Office|D.S.P. Office|Oriental Insurance|C.S.I. Immanuel Church|C.S.I. School|V.O.C. Park|Park Gate|Gandhipuram Town,0 0 3 3 1 2 2 2 1 2 1 2 1 3 1 0 2 1 3 2 1 1 2 1 2 2 1 2 2 3 1 1 3 2 1 1 2 1 1 0 0 1 1 2 3,7:00AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 1:00PM 3:00PM 5:00PM 5:30PM 6:00PM 6:20PM
49,Saibaba Colony|Puliyamaram|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Poomarket|Mahali Amman Koil / Flower Market|Sukrawarpet|Marakadai|Oppanakara Street Bus Stop|Ukkadam|Karumbukadai|Athupalam|Kuniyamuthur High School|Kuniyamuthur|Nehru College|Edayarpalayam Pirivu|Kuniyamuthur Police Station|B.K. Pudur|Kovaipudur Pirivu|Milekal|Gandhi Nagar,0 0 2 2 2 1 2 1 0 2 1 3 4 1 3 2 3 1 2 2 2 2 6,6:05AM 7:05AM 8:05AM 8:35AM 9:05AM 9:35AM 10:05AM 10:35AM 11:05AM 12:05PM 1:05PM 2:05PM 3:05PM 4:05PM 5:05PM 5:35PM 6:05PM 6:35PM 7:05PM 7:35PM 8:05PM 9:05PM 10:00PM
49,Gandhi Nagar|Milekal|Kovaipudur Pirivu|B.K. Pudur|Kuniyamuthur Police Station|Edayarpalayam Pirivu|Nehru College|Kuniyamuthur|Kuniyamuthur High School|Karumbukadai|Ukkadam|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Puliyamaram|Saibaba Colony,0 6 2 2 2 2 1 2 2 4 5 1 2 2 0 1 2 2 2 1 2 1,6:05AM 7:05AM 8:05AM 8:35AM 9:05AM 9:35AM 10:05AM 10:35AM 11:05AM 12:05PM 1:05PM 2:05PM 3:05PM 4:05PM 5:05PM 5:35PM 6:05PM 6:35PM 7:05PM 7:35PM 8:05PM 9:05PM 10:00PM
46,Nanjundapuram|Podanur Railway Station|Podanur Police Station|Sai Nagar|Mayilkal|P.V.G. Thirumana Mahal|Karuparayan Kovil|Podanur Pirivu|Kurichi Pirivu|Athupalam|Karumbukadai|Ukkadam|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|Apollo Clinic|Uzhavar Sandhai RS Puram|M.C. Complex|Tamilnadu Agricultural University Main Gate|Botanical Garden|Sri Lakshmi Vinayagar Thirukovil|P.N. Pudur|Perumal Kovil|Mullai Nagar|Karupparayan Kovil|Vadavalli High School|Vadavalli|Aalamaram|Thiruvalluvar Nagar|Navavoor Pirivu|Kalveerampalayam|Nalvar Nagar|Bharathiyar University 1st Gate|Bharathiyar University 2nd Gate|I.O.B. Colony|Law College|Maruthamalai Bus Stand,0 5 0 1 2 1 2 2 0 2 0 5 2 1 2 1 1 2 1 1 3 2 1 1 2 2 1 2 1 2 1 2 2 2 1 2 2 2 1 1 2,5:25AM 8:25AM 9:25AM 10:25AM 11:25AM 2:25PM 5:25PM 6:25PM 6:30PM
46,Nanjundapuram|Podanur Railway Station|Podanur Police Station|Sai Nagar|Mayilkal|P.V.G. Thirumana Mahal|Karuparayan Kovil|Podanur Pirivu|Kurichi Pirivu|Athupalam|Karumbukadai|Ukkadam|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|Apollo Clinic|Uzhavar Sandhai RS Puram|M.C. Complex|Tamilnadu Agricultural University Main Gate|Botanical Garden|Sri Lakshmi Vinayagar Thirukovil|P.N. Pudur|Perumal Kovil|Mullai Nagar|Karupparayan Kovil|Vadavalli High School|Vadavalli|Aalamaram|Thiruvalluvar Nagar|Navavoor Pirivu|Kalveerampalayam|Nalvar Nagar|Bharathiyar University 1st Gate|Bharathiyar University 2nd Gate|I.O.B. Colony|Law College|Maruthamalai Bus Stand,0 5 0 1 2 1 2 2 0 2 0 5 2 1 2 1 1 2 1 1 3 2 1 1 2 2 1 2 1 2 1 2 2 2 1 2 2 2 1 1 2,5:25AM 8:25AM 9:25AM 10:25AM 11:25AM 2:25PM 5:25PM 6:25PM 6:30PM
43,Government College of Technology (GCT)|Venkitapuram|P & T|Sri Valli Theatre / Annapoorna|Saibaba Colony|Puliyamaram|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Government Hospital|Saint Francis Anglo Indian Girls High School|Rainbow|Air India|Sungam|Chinthamani|Olympus|Ramanathapuram|Sowripalayam Pirivu|Alvernia School|Andal Marriage Hall / Iyer Hospital|Central Studios|Rajalakshmi Mill|Children Hospital|Boat House|Uzhavar Sandhai|Singanallur|Neelikonampalayam,0 2 1 2 1 0 2 2 2 1 4 2 1 3 1 1 1 2 1 2 2 1 1 1 1 2 1 1 2 2 4,5:00AM 6:00AM 7:00AM 8:00AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM
43,Neelikonampalayam|Singanallur|Singanallur Police Station|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Ramanathapuram|Olympus|Chinthamani|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Government Hospital|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Puliyamaram|Saibaba Colony|Sri Valli Theatre / Annapoorna|P & T|Venkitapuram|Government College of Technology (GCT),0 4 0 2 2 1 1 1 1 2 1 2 1 2 1 1 2 1 2 2 1 1 3 0 1 2 2 2 1 2 1 0 2 1 3,5:00AM 6:00AM 7:00AM 8:00AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM
32H,Ukkadam|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur|Ulavar Sandhai|Vadamadurai|NGGO Colony|Sri Murugan Nagar|Thoppampatti Pirivu|Rakkiapalayam Pirivu|Kumaran Mills|Narasimhanaickenpalayam|K.S.B.|A.V.B. Matriculation School / Ramanarayana Mill|Gas Company|Ramakrishna Mission Vivekananda University|Ranganayagi Nagar|SRKV Polytechnic College|L.M.W.|Periyanaickenpalayam,0 1 1 2 1 1 2 1 2 2 1 1 2 2 2 2 2 1 2 2 2 2 0 2 2 2 1 2 1 3 3 3 2 2 1 1 2 1,5:10AM 7:10AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 1:10PM 3:10PM 5:10PM 5:40PM 6:10PM 6:15PM
32H,Periyanaickenpalayam|L.M.W.|SRKV Polytechnic College|Ranganayagi Nagar|Ramakrishna Mission Vivekananda University|Gas Company|A.V.B. Matriculation School / Ramanarayana Mill|K.S.B.|Narasimhanaickenpalayam|Kumaran Mills|Rakkiapalayam Pirivu|Thoppampatti Pirivu|Sri Murugan Nagar|NGGO Colony|Vadamadurai|Ulavar Sandhai|Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Marakadai|Oppanakara Street Bus Stop|Ukkadam,0 1 1 2 0 2 3 2 3 3 1 2 1 2 3 1 0 2 2 2 2 1 2 2 2 3 1 1 2 1 2 1 5 1 3,5:10AM 7:10AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 1:10PM 3:10PM 5:10PM 5:40PM 6:10PM 6:15PM
32C,Railway Station|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur|Ulavar Sandhai|Vadamadurai|NGGO Colony|Sri Murugan Nagar|Thoppampatti Pirivu|Rakkiapalayam Pirivu|Kumaran Mills|Narasimhanaickenpalayam|K.S.B.|A.V.B. Matriculation School / Ramanarayana Mill|Gas Company|Ramakrishna Mission Vivekananda University|Ranganayagi Nagar|SRKV Polytechnic College|L.M.W.|Periyanaickenpalayam|Vanjimanagar|Anna Nagar|Ganeshapuram|Samichettipalayam,0 2 1 1 2 1 1 2 1 2 2 1 1 2 2 2 2 2 1 2 2 2 2 0 2 2 2 1 2 1 3 3 3 2 2 1 1 2 1 2 1 2 3,7:10AM 8:10AM 8:40AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 12:10PM 1:10PM 2:10PM 3:10PM 4:10PM 5:10PM 5:40PM 6:10PM 6:40PM 7:10PM 7:40PM 8:10PM 9:00PM
32C,Samichettipalayam|Pricol|Periyanaickenpalayam|L.M.W.|SRKV Polytechnic College|Ranganayagi Nagar|Ramakrishna Mission Vivekananda University|Gas Company|A.V.B. Matriculation School / Ramanarayana Mill|K.S.B.|Narasimhanaickenpalayam|Kumaran Mills|Rakkiapalayam Pirivu|Thoppampatti Pirivu|Sri Murugan Nagar|NGGO Colony|Vadamadurai|Ulavar Sandhai|Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Railway Station,0 4 2 1 2 1 1 2 2 2 3 4 1 1 2 2 2 1 1 2 1 2 2 2 1 3 2 2 1 1 2 1 2 6 1 2 2,7:10AM 8:10AM 8:40AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 12:10PM 1:10PM 2:10PM 3:10PM 4:10PM 5:10PM 5:40PM 6:10PM 6:40PM 7:10PM 7:40PM 8:10PM 9:00PM
32B,Ukkadam Bus Stand|Ukkadam|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur|Ulavar Sandhai|Vadamadurai|NGGO Colony|Sri Murugan Nagar|Thoppampatti Pirivu|Rakkiapalayam Pirivu|Kumaran Mills|Narasimhanaickenpalayam|K.S.B.|A.V.B. Matriculation School / Ramanarayana Mill|Ramakrishna Mission Vivekananda University|Ranganayagi Nagar|SRKV Polytechnic College|L.M.W.|Periyanaickenpalayam,0 0 1 2 2 0 1 2 2 2 1 2 1 1 2 2 3 1 2 2 2 1 2 1 1 2 2 2 1 1 4 3 2 4 1 1 2 1,6:20AM 8:20AM 8:50AM 9:20AM 9:50AM 10:20AM 10:50AM 11:20AM 1:20PM 3:20PM 5:20PM 5:50PM 6:20PM 6:50PM 7:20PM 7:50PM 8:00PM
32B,Periyanaickenpalayam|L.M.W.|SRKV Polytechnic College|Ranganayagi Nagar|Ramakrishna Mission Vivekananda University|Gas Company|A.V.B. Matriculation School / Ramanarayana Mill|K.S.B.|Narasimhanaickenpalayam|Kumaran Mills|Rakkiapalayam Pirivu|Thoppampatti Pirivu|Sri Murugan Nagar|NGGO Colony|Vadamadurai|Ulavar Sandhai|Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Brookefields Mall / Devanga High School|Marakadai|Oppanakara Street Bus Stop|Ukkadam,0 1 1 2 0 2 3 2 3 3 1 2 1 2 3 1 0 2 2 2 2 1 2 2 2 3 1 1 2 1 2 1 2 3 1 3,6:20AM 8:20AM 8:50AM 9:20AM 9:50AM 10:20AM 10:50AM 11:20AM 1:20PM 3:20PM 5:20PM 5:50PM 6:20PM 6:50PM 7:20PM 7:50PM 8:00PM
